Timestamp,Packet Type,Channel,Message Type,MMSI,Navigation Status,Repeat Indicator,IMO,ROT,SOG,COG,Position Accuracy,Longitude,Latitude,Region,Vessel name,Ship type,True Heading,Radio status,Destination,Maneuver Indicator,Draught,Position fix type,Call sign,ETA,A,B,C,D,Prop message 1,Prop message 2,Prop message 3,Prop message 4,Prop message 5
27:20.0,BSVDM,B,1,538009733,Underway using engine,0,0,1,16.6,1393,>10m,152.021135,-11.18461,QH68,NaN,Not available (default),139,67371,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:20.6,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1732,>10m,152.1245917,-10.13273167,QH69,NaN,Not available (default),171,20052,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1353933,-10.593305,QH69,NaN,Not available (default),,100189,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:21,0,0,0,0,,,,,
27:21.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.5,1,>10m,152.1114967,-10.54151833,QH69,NaN,Not available (default),356,2246,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:23.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
27:31.0,BSVDM,B,1,538009733,Underway using engine,0,0,1,16.6,1396,>10m,152.0217,-11.18396167,QH68,NaN,Not available (default),139,2250,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.135395,-10.59330333,QH69,NaN,Not available (default),,81924,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:21,0,0,0,0,,,,,
27:31.7,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.5,1734,>10m,152.124675,-10.13209333,QH69,NaN,Not available (default),171,65561,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:31.7,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.5,3599,>10m,152.1114933,-10.54205333,QH69,NaN,Not available (default),356,114701,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:33.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
27:37.6,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.4,1258,>10m,151.8661117,-11.38693,QH58,NaN,Not available (default),123,98552,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:40.9,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1732,>10m,152.1247483,-10.131575,QH69,NaN,Not available (default),171,65908,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1353983,-10.59330167,QH69,NaN,Not available (default),,81924,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:22,0,0,0,0,,,,,
27:42.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.5,3598,>10m,152.1114883,-10.54258833,QH69,NaN,Not available (default),356,98743,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:43.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
27:44.1,BSVDM,B,1,477151600,Underway using engine,0,0,0,14.4,1260,>10m,151.8665,-11.386655,QH58,NaN,Not available (default),123,81928,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:50.3,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.4,1259,>10m,151.8668267,-11.38641667,QH58,NaN,Not available (default),123,49160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:50.5,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1729,>10m,152.124835,-10.13097333,QH69,NaN,Not available (default),171,33499,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.59329833,QH69,NaN,Not available (default),,81924,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:22,0,0,0,0,,,,,
27:52.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.5,3598,>10m,152.1114867,-10.54312333,QH69,NaN,Not available (default),356,66340,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
27:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,72220,V,0,I
27:53.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
27:55.9,BSVDM,B,1,477151600,Underway using engine,0,0,0,14.4,1259,>10m,151.8671517,-11.386175,QH58,NaN,Not available (default),123,66468,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:01.0,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1730,>10m,152.12491,-10.13038667,QH69,NaN,Not available (default),171,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.135405,-10.59329667,QH69,NaN,Not available (default),,81924,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:22,0,0,0,0,,,,,
28:01.3,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.4,1259,>10m,151.86742,-11.385975,QH58,NaN,Not available (default),123,66673,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:02.3,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,2,>10m,152.111495,-10.54365833,QH69,NaN,Not available (default),356,49165,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:03.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
28:07.6,BSVDM,B,1,477151600,Underway using engine,0,0,0,14.4,1258,>10m,151.867745,-11.385735,QH58,NaN,Not available (default),123,114696,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59329667,QH69,NaN,Not available (default),,81924,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:22,0,0,0,0,,,,,
28:12.4,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1728,>10m,152.1250017,-10.12970833,QH69,NaN,Not available (default),171,67086,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:12.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,6,>10m,152.1115083,-10.544195,QH69,NaN,Not available (default),356,34322,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:13.3,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.4,1260,>10m,151.8680683,-11.38549833,QH58,NaN,Not available (default),123,2285,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:13.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
28:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.59329667,QH69,NaN,Not available (default),,81924,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:22,0,0,0,0,,,,,
28:21.6,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,5,>10m,152.1115183,-10.54468667,QH69,NaN,Not available (default),355,114700,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:23.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
28:26.1,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.4,1259,>10m,151.868725,-11.385025,QH58,NaN,Not available (default),123,34835,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.593295,QH69,NaN,Not available (default),,65546,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:22,0,0,0,0,,,,,
28:31.7,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1727,>10m,152.12516,-10.12855,QH69,NaN,Not available (default),171,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:31.7,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,2,>10m,152.1115267,-10.545235,QH69,NaN,Not available (default),355,98331,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:33.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
28:37.6,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.4,1262,>10m,151.8694433,-11.38451167,QH58,NaN,Not available (default),123,81928,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:40.9,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1725,>10m,152.1252317,-10.12801833,QH69,NaN,Not available (default),171,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59329333,QH69,NaN,Not available (default),,65921,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:23,0,0,0,0,,,,,
28:42.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,3599,>10m,152.1115283,-10.54589167,QH69,NaN,Not available (default),355,81932,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:43.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
28:44.5,PSTXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAIS,7004002,BS6XX 2.00.07,4750003,0x0
28:50.5,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1726,>10m,152.1252917,-10.12748667,QH69,NaN,Not available (default),171,20060,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59328833,QH69,NaN,Not available (default),,66296,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:23,0,0,0,0,,,,,
28:52.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,3595,>10m,152.1115233,-10.54638667,QH69,NaN,Not available (default),354,49164,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
28:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,72320,V,0,I
28:53.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
29:01.0,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1728,>10m,152.125365,-10.12684833,QH69,NaN,Not available (default),171,33891,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59328667,QH69,NaN,Not available (default),,66671,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:23,0,0,0,0,,,,,
29:01.3,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.5,1264,>10m,151.8707067,-11.383605,QH58,NaN,Not available (default),123,49160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:02.3,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.7,3593,>10m,152.1115133,-10.54692167,QH69,NaN,Not available (default),354,33941,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:03.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
29:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59328667,QH69,NaN,Not available (default),,67046,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:23,0,0,0,0,,,,,
29:12.4,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1732,>10m,152.1254333,-10.12622333,QH69,NaN,Not available (default),171,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:12.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.7,3584,>10m,152.1114917,-10.54744833,QH69,NaN,Not available (default),353,20060,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:13.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
29:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59328833,QH69,NaN,Not available (default),,67421,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:23,0,0,0,0,,,,,
29:21.5,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1732,>10m,152.1255017,-10.12570667,QH69,NaN,Not available (default),171,114693,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:21.6,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.7,3571,>10m,152.1114533,-10.54793333,QH69,NaN,Not available (default),353,100201,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:23.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
29:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.59328833,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:23,0,0,0,0,,,,,
29:31.7,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1730,>10m,152.1255817,-10.12514,QH69,NaN,Not available (default),171,32793,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:31.7,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.7,3559,>10m,152.1114067,-10.54847667,QH69,NaN,Not available (default),354,81932,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:33.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
29:40.9,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1729,>10m,152.12564,-10.12463333,QH69,NaN,Not available (default),171,33140,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59329,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:24,0,0,0,0,,,,,
29:42.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.8,3553,>10m,152.1113567,-10.54908333,QH69,NaN,Not available (default),354,65975,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:43.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
29:50.3,BSVDM,A,1,477151600,Underway using engine,0,0,252,14.5,1265,>10m,151.8733817,-11.38166,QH58,NaN,Not available (default),123,20064,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:50.5,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1727,>10m,152.1257,-10.12409,QH69,NaN,Not available (default),171,2313,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.59329,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:24,0,0,0,0,,,,,
29:52.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.8,3548,>10m,152.111315,-10.54963333,QH69,NaN,Not available (default),354,33572,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
29:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,72420,V,0,I
29:53.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
29:55.9,BSVDM,B,1,477151600,Underway using engine,0,0,252,14.5,1268,>10m,151.873655,-11.38145667,QH58,NaN,Not available (default),123,33700,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:01.0,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1728,>10m,152.12577,-10.12352833,QH69,NaN,Not available (default),171,20064,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.59329,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:24,0,0,0,0,,,,,
30:01.3,BSVDM,A,1,477151600,Underway using engine,0,0,254,14.5,1264,>10m,151.873985,-11.38121833,QH58,NaN,Not available (default),123,33905,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:02.3,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.9,3547,>10m,152.1112717,-10.55018167,QH69,NaN,Not available (default),355,20064,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:03.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
30:07.6,BSVDM,B,1,477151600,Underway using engine,0,0,253,14.5,1268,>10m,151.8743133,-11.38097833,QH58,NaN,Not available (default),123,81929,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354,-10.59328833,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:24,0,0,0,0,,,,,
30:12.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.9,3549,>10m,152.11123,-10.550735,QH69,NaN,Not available (default),355,2264,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:13.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
30:19.3,BSVDM,B,1,477151600,Underway using engine,0,0,253,14.5,1267,>10m,151.8750333,-11.38046667,QH58,NaN,Not available (default),123,20064,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.59328833,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:24,0,0,0,0,,,,,
30:21.5,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.5,1729,>10m,152.1259183,-10.12234333,QH69,NaN,Not available (default),171,100198,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:21.6,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.9,3551,>10m,152.1111867,-10.55129,QH69,NaN,Not available (default),355,81932,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:23.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
30:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59328833,QH69,NaN,Not available (default),,32778,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:24,0,0,0,0,,,,,
30:31.7,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1727,>10m,152.126,-10.12170667,QH69,NaN,Not available (default),171,20068,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:31.7,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.9,3554,>10m,152.1111417,-10.55184833,QH69,NaN,Not available (default),355,65563,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:33.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
30:40.9,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.5,1728,>10m,152.126065,-10.12117833,QH69,NaN,Not available (default),171,20068,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59328833,QH69,NaN,Not available (default),,33153,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:25,0,0,0,0,,,,,
30:42.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,12,3556,>10m,152.1110933,-10.55246667,QH69,NaN,Not available (default),355,49164,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:43.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
30:44.5,PSTXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAIS,7004002,BS6XX 2.00.07,4750005,0x0
30:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59328667,QH69,NaN,Not available (default),,33528,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:25,0,0,0,0,,,,,
30:52.2,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.5,1730,>10m,152.1261383,-10.120545,QH69,NaN,Not available (default),171,99098,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:52.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,12,3552,>10m,152.111045,-10.55297,QH69,NaN,Not available (default),355,20068,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
30:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,72520,V,0,I
30:53.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
31:01.0,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.5,1732,>10m,152.1262,-10.12001667,QH69,NaN,Not available (default),171,2258,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.59328667,QH69,NaN,Not available (default),,33903,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:25,0,0,0,0,,,,,
31:02.3,BSVDM,B,1,431697000,Underway using engine,0,0,0,12,3545,>10m,152.1109883,-10.553525,QH69,NaN,Not available (default),356,2209,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:03.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
31:07.6,BSVDM,B,1,477151600,Underway using engine,0,0,253,14.6,1257,>10m,151.87763,-11.37858667,QH58,NaN,Not available (default),123,66907,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.593285,QH69,NaN,Not available (default),,34278,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:25,0,0,0,0,,,,,
31:12.4,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1731,>10m,152.1262733,-10.11938167,QH69,NaN,Not available (default),171,20068,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:12.8,BSVDM,A,1,431697000,Underway using engine,0,0,0,12,3541,>10m,152.1109283,-10.554075,QH69,NaN,Not available (default),357,49164,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:12.9,BSVDM,B,1,431697000,Underway using engine,0,0,0,12,3541,>10m,152.1109283,-10.554075,QH69,NaN,Not available (default),357,49164,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:13.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
31:14.2,BSVDM,A,1,477151600,Underway using engine,0,0,254,14.6,1260,>10m,151.8780217,-11.37831167,QH58,NaN,Not available (default),123,20068,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:19.3,BSVDM,B,1,477151600,Underway using engine,0,0,254,14.6,1255,>10m,151.8783033,-11.37811333,QH58,NaN,Not available (default),123,2248,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354017,-10.59328167,QH69,NaN,Not available (default),,34653,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:25,0,0,0,0,,,,,
31:21.5,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.5,1736,>10m,152.1263267,-10.11885667,QH69,NaN,Not available (default),171,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:21.6,BSVDM,B,1,431697000,Underway using engine,0,0,0,12,3544,>10m,152.1108833,-10.55457333,QH69,NaN,Not available (default),358,67433,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:23.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
31:24.9,BSVDM,A,1,538009733,Underway using engine,0,0,248,16.4,1399,>10m,152.033455,-11.17011,QH68,NaN,Not available (default),139,100326,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:25.3,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.6,1259,>10m,151.8786433,-11.377875,QH58,NaN,Not available (default),122,67570,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:31.0,BSVDM,B,1,538009733,Underway using engine,0,0,0,16.4,1398,>10m,152.033755,-11.16976,QH68,NaN,Not available (default),139,35016,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59327833,QH69,NaN,Not available (default),,20072,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:25,0,0,0,0,,,,,
31:31.7,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.5,1739,>10m,152.126395,-10.11827,QH69,NaN,Not available (default),171,2230,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:31.7,BSVDM,A,1,431697000,Underway using engine,0,0,0,12,3549,>10m,152.110835,-10.55513167,QH69,NaN,Not available (default),358,49164,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:33.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
31:37.6,BSVDM,A,1,477151600,Underway using engine,0,0,0,14.6,1255,>10m,151.8793283,-11.37738667,QH58,NaN,Not available (default),122,33016,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:40.9,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1738,>10m,152.1264467,-10.117755,QH69,NaN,Not available (default),171,2270,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59327667,QH69,NaN,Not available (default),,20072,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:26,0,0,0,0,,,,,
31:42.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,12,3556,>10m,152.1107933,-10.555745,QH69,NaN,Not available (default),359,33207,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:43.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
31:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354033,-10.59327667,QH69,NaN,Not available (default),,20072,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:26,0,0,0,0,,,,,
31:52.2,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.5,1736,>10m,152.126525,-10.11705,QH69,NaN,Not available (default),171,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:52.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,12,3561,>10m,152.11076,-10.556305,QH69,NaN,Not available (default),359,2211,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
31:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,72620,V,0,I
31:53.6,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
